source_id,source_title,source_type,source_channel_heuristic,source_year_raw,parsed_year_min,parsed_year_max,url_domain,organization_hosted_trace_candidate,official_or_formal_trace_candidate,external_mention_trace_candidate,legal_procedural_trace,title_language_heuristic,case_number_or_legal_title_marker,high_capacity_list_source,archive_status,archive_content_type,source_evidence_level,source_review_status,classification_method,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
S135,令和4年3月10日 普天間飛行場周辺損害賠償請求事件判決,court_record,legal_procedural,2022,2022,2022,courts.go.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S136,「普天間基地爆音訴訟団」のホームページができました,formal_counsel_material,legal_procedural,2022,2022,2022,okinawagodo.org,no,yes,no,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S137,石垣市平得大俣地域への陸上自衛隊配備計画の賛否を問う住民投票実施義務付け等請求事件判決,court_record,legal_procedural,2020,2020,2020,courts.go.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S138,石垣市平得大俣地域への陸上自衛隊配備計画の賛否を問う住民投票条例に係る議会審議の結果について H31.2.4,local_official,official_administrative,2019（事件/正式文件）；page updated 2020-03-30,2019,2020,city.ishigaki.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S139,在外日本人国民審査権確認等請求事件最高裁判決を踏まえた原告ら代理人の意見,legal_source,legal_procedural,2020,2020,2020,ishigaki-tohyo.com,no,yes,no,yes,likely_japanese_title,yes,no,failed,,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S140,泡瀬干潟埋立公金支出差止等請求事件判決,court_record,legal_procedural,2017,2017,2017,courts.go.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S141,特別保存に付した事件 平成29年度完結分,court_record,legal_procedural,2017,2017,2017,courts.go.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S142,第2次泡瀬干潟埋立住民訴訟の上告棄却に関する原告と弁護団の声明,legal_source,legal_procedural,2017,2017,2017,jelf-justice.org,no,yes,no,yes,likely_japanese_title,yes,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S143,平成19年度沖縄県訟務年報,official_data,official_administrative,2007,2007,2007,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S144,日本YWCA『沖縄YWCAのご紹介』,parent_organization_profile,organization_hosted,2022,2022,2022,ywca.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S145,日本YWCA 沖縄专题页,parent_organization_topic_page,organization_hosted,2026,2026,2026,ywca.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
